,short_name,long_name,age,dob,height_cm,weight_kg,nationality,Team,League,league_rank,overall,potential,wage_eur,FIFA Position,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,Goals,General_Position,Appearances,Index
3839,M. Frantz,Mike Frantz,32,1986-10-14,182,82,Germany,SC Freiburg,German 1. Bundesliga,1.0,72,72,15000,"CM, RM, CDM",Left,2,4,2,Medium/High,62.0,62.0,72.0,70.0,66.0,77.0,0,Midfielder,11,3839
3848,R. Krhin,Rene Krhin,29,1990-05-21,189,81,Slovenia,FC Nantes,French Ligue 1,1.0,72,72,15000,"CDM, CM",Right,1,3,2,Low/High,35.0,52.0,65.0,60.0,72.0,71.0,0,Midfielder,4,3848
3856,C. Trimmel,Christopher Trimmel,32,1987-02-24,189,82,Austria,1. FC Union Berlin,German 1. Bundesliga,1.0,72,72,20000,RB,Right,1,3,3,High/Medium,73.0,59.0,67.0,67.0,68.0,79.0,0,Defender,21,3856
3858,M. Schmiedebach,Manuel Schmiedebach,30,1988-12-05,171,70,Germany,1. FC Union Berlin,German 1. Bundesliga,1.0,72,72,20000,CDM,Right,2,4,3,High/High,64.0,47.0,67.0,70.0,70.0,71.0,0,Defender,3,3858
3878,Ji Dong Won,지동원 池东沅,28,1991-05-28,188,82,Korea Republic,1. FSV Mainz 05,German 1. Bundesliga,1.0,72,72,20000,"CF, CAM, LM",Right,2,4,3,Medium/Medium,67.0,70.0,63.0,73.0,43.0,71.0,0,Forward,0,3878
3881,Y. Court,Yoann Court,29,1990-01-14,172,70,France,Stade Brestois 29,French Ligue 1,1.0,72,72,15000,"LM, RM",Left,1,2,4,High/Medium,68.0,65.0,73.0,75.0,37.0,66.0,3,Midfielder,12,3881
3882,W. Lautoa,Wesley Lautoa,31,1987-08-25,182,87,New Caledonia,Dijon FCO,French Ligue 1,1.0,72,72,10000,CB,Left,1,3,2,Medium/Medium,56.0,36.0,54.0,43.0,70.0,76.0,0,Midfielder,13,3882
3893,L. Carole,Lionel Jules Carole,28,1991-04-12,182,78,France,RC Strasbourg Alsace,French Ligue 1,1.0,72,72,20000,"LWB, LB, LM",Left,1,2,3,High/Medium,76.0,40.0,64.0,73.0,72.0,71.0,0,Defender,11,3893
3895,M. Le Bihan,Mickaël Le Bihan,29,1990-05-16,184,80,France,OGC Nice,French Ligue 1,1.0,72,72,20000,ST,Right,1,3,3,High/Medium,56.0,71.0,58.0,70.0,48.0,70.0,0,Defender,2,3895
3918,T. Leistner,Toni Leistner,28,1990-08-19,190,90,Germany,Queens Park Rangers,English League Championship,2.0,72,72,8000,CB,Right,1,3,2,Medium/Medium,66.0,37.0,53.0,55.0,70.0,80.0,0,Defender,0,3918
3939,F. Chafik,Fouad Chafik,32,1986-10-16,183,72,Morocco,Dijon FCO,French Ligue 1,1.0,72,72,10000,"RB, RWB, LB",Right,1,3,3,High/High,67.0,52.0,58.0,69.0,71.0,74.0,0,Defender,12,3939
3940,Júlio Tavares,Júlio Carolino Tavares,30,1988-11-19,187,88,Cape Verde,Dijon FCO,French Ligue 1,1.0,72,72,10000,ST,Right,1,2,3,Medium/Medium,54.0,70.0,52.0,67.0,29.0,71.0,2,Forward,12,3940
3946,S. Michel,Sven Michel,28,1990-07-15,179,79,Germany,SC Paderborn 07,German 1. Bundesliga,1.0,72,72,20000,"ST, LM",Left,1,3,3,Medium/Medium,78.0,72.0,62.0,70.0,27.0,71.0,2,Forward,20,3946
4048,W. Saliba,William Saliba,18,2001-03-24,192,85,France,AS Saint-Étienne,French Ligue 1,1.0,71,88,5000,CB,Right,1,3,2,High/Medium,63.0,29.0,57.0,55.0,71.0,72.0,0,Defender,3,4048
4049,Riqui Puig,Ricard Puig Martí,19,1999-08-13,169,56,Spain,FC Barcelona,Spain Primera Division,1.0,71,87,40000,CM,Right,1,3,3,High/Medium,65.0,57.0,73.0,76.0,54.0,46.0,0,Midfielder,2,4049
4050,G. Maroni,Gonzalo Maroni,20,1999-03-18,170,67,Argentina,Sampdoria,Italian Serie A,1.0,71,86,15000,"CAM, LW",Right,1,3,3,High/Low,78.0,54.0,67.0,77.0,43.0,58.0,0,Midfielder,1,4050
4052,J. Todibo,Jean-Clair Todibo,19,1999-12-30,190,81,France,FC Barcelona,Spain Primera Division,1.0,71,86,30000,"CB, CDM",Right,1,2,2,Medium/Medium,69.0,43.0,58.0,63.0,67.0,76.0,0,Defender,2,4052
4055,I. Sissoko,Ibrahima Sissoko,21,1997-10-27,193,88,France,RC Strasbourg Alsace,French Ligue 1,1.0,71,84,15000,CM,Right,1,4,3,Medium/High,51.0,51.0,64.0,64.0,69.0,82.0,0,Midfielder,14,4055
4056,E. Elmas,Eljif Elmas,19,1999-09-24,184,74,North Macedonia,Napoli,Italian Serie A,1.0,71,84,20000,"CM, CAM",Right,1,4,3,Medium/Medium,66.0,68.0,69.0,73.0,57.0,67.0,1,Midfielder,14,4056
4062,G. Pezzella,Giuseppe Pezzella,21,1997-11-29,187,85,Italy,Udinese,Italian Serie A,1.0,71,83,8000,"LB, LM",Left,1,4,3,Medium/Medium,77.0,52.0,64.0,71.0,67.0,75.0,0,Defender,14,4062
4064,D. Maresic,Dario Maresic,19,1999-09-29,183,74,Austria,SK Sturm Graz,Austrian Football Bundesliga,1.0,71,83,7000,CB,Right,1,4,2,Medium/Medium,58.0,31.0,53.0,51.0,73.0,72.0,0,Defender,0,4064
4066,Emerson,Emerson Aparecido Leite de Souza Junior,20,1999-01-14,181,79,Brazil,Real Betis,Spain Primera Division,1.0,71,83,10000,RB,Right,1,3,3,High/Medium,82.0,56.0,61.0,67.0,67.0,73.0,3,Defender,20,4066
4067,J. Souttar,John Souttar,22,1996-09-25,189,75,Scotland,Heart of Midlothian,Scottish Premiership,1.0,71,82,5000,CB,Right,1,4,2,Medium/Medium,72.0,48.0,61.0,67.0,71.0,70.0,0,Midfielder,7,4067
4069,B. Godfrey,Ben Godfrey,21,1998-01-15,183,74,England,Norwich City,English Premier League,1.0,71,82,20000,"CB, CDM",Right,1,3,2,Medium/High,74.0,44.0,58.0,64.0,68.0,77.0,0,Midfielder,18,4069
4070,G. Taylor,Greg John Taylor,21,1997-11-05,174,62,Scotland,Kilmarnock,Scottish Premiership,1.0,71,82,4000,"LB, CM, LM",Left,1,3,2,Medium/Medium,77.0,51.0,67.0,67.0,67.0,78.0,0,Midfielder,0,4070
4080,F. Romagna,Filippo Romagna,22,1997-05-26,185,75,Italy,Cagliari,Italian Serie A,1.0,71,81,15000,CB,Right,1,3,2,Low/High,63.0,32.0,51.0,57.0,73.0,63.0,0,Defender,16,4080
4085,C. Adjapong,Claud Adjapong,21,1998-05-06,180,74,Italy,Sassuolo,Italian Serie A,1.0,71,81,20000,"LM, RM, RB",Right,1,3,3,Medium/Medium,68.0,51.0,65.0,75.0,71.0,59.0,0,Defender,1,4085
4087,I. Ganago,Ignatius Kpene Ganago,20,1999-02-16,176,78,Cameroon,OGC Nice,French Ligue 1,1.0,71,81,15000,"ST, LW",Right,1,3,3,Medium/Medium,78.0,70.0,52.0,69.0,34.0,66.0,3,Forward,15,4087
4088,A. Saelemaekers,Alexis Saelemaekers,20,1999-06-27,176,66,Belgium,RSC Anderlecht,Belgian Jupiler Pro League,1.0,71,81,10000,"RM, RB",Right,1,4,3,High/High,77.0,53.0,70.0,73.0,60.0,63.0,0,Midfielder,1,4088
4091,C. Halkett,Craig Halkett,24,1995-05-29,183,75,Scotland,Heart of Midlothian,Scottish Premiership,1.0,71,80,5000,CB,Right,1,4,2,Medium/High,63.0,54.0,50.0,52.0,70.0,76.0,2,Defender,21,4091
4095,V. Angban,Victorien Angban,22,1996-09-29,180,75,Ivory Coast,FC Metz,French Ligue 1,1.0,71,80,10000,"CM, CDM",Right,1,4,3,Medium/Medium,60.0,52.0,68.0,71.0,60.0,75.0,0,Midfielder,11,4095
4096,T. Awoniyi,Taiwo Michael Awoniyi,21,1997-08-12,185,84,Nigeria,1. FSV Mainz 05,German 1. Bundesliga,1.0,71,80,15000,ST,Right,1,2,3,Medium/Medium,79.0,71.0,57.0,65.0,26.0,72.0,0,Forward,6,4096
4098,K. Danso,Kevin Danso,20,1998-09-19,190,89,Austria,Southampton,English Premier League,1.0,71,80,20000,CB,Right,1,3,2,Medium/Medium,61.0,32.0,42.0,52.0,70.0,74.0,0,Defender,6,4098
4100,Bremer,Gleison Bremer Silva Nascimento,22,1997-03-18,188,80,Brazil,Torino,Italian Serie A,1.0,71,80,20000,CB,Right,1,2,2,Medium/Medium,62.0,35.0,48.0,58.0,70.0,69.0,1,Defender,12,4100
4112,S. Abdullahi,Suleiman Abdullahi,22,1996-12-10,185,86,Nigeria,1. FC Union Berlin,German 1. Bundesliga,1.0,71,79,20000,"RW, LW, ST",Right,1,3,3,Medium/Low,84.0,69.0,54.0,72.0,20.0,83.0,0,Midfielder,4,4112
4118,F. Jensen,Fredrik Jensen,21,1997-09-09,183,80,Finland,FC Augsburg,German 1. Bundesliga,1.0,71,79,10000,CAM,Right,1,3,3,High/High,66.0,68.0,66.0,73.0,51.0,70.0,1,Midfielder,9,4118
4119,K. Bonifazi,Kevin Bonifazi,23,1996-05-19,187,85,Italy,Torino,Italian Serie A,1.0,71,79,20000,CB,Right,1,2,2,Medium/High,54.0,34.0,42.0,52.0,73.0,66.0,1,Defender,6,4119
4122,J. Chabot,Julian Chabot,21,1998-02-12,195,85,Germany,Sampdoria,Italian Serie A,1.0,71,79,15000,CB,Left,1,2,2,Medium/Medium,40.0,27.0,43.0,49.0,70.0,76.0,0,Defender,6,4122
4124,S. Moutoussamy,Samuel Moutoussamy,22,1996-08-12,176,72,France,FC Nantes,French Ligue 1,1.0,71,79,15000,"CM, CDM, LW",Left,1,3,3,High/Medium,74.0,59.0,69.0,75.0,67.0,58.0,0,Midfielder,1,4124
4130,M. Valjent,Martin Valjent,23,1995-12-11,186,83,Slovakia,RCD Mallorca,Spain Primera Division,1.0,71,78,10000,"CB, RB",Right,1,2,2,Medium/Medium,69.0,36.0,55.0,65.0,71.0,74.0,0,Defender,24,4130
4132,R. Coly,Racine Coly,23,1995-12-08,185,70,Senegal,OGC Nice,French Ligue 1,1.0,71,78,15000,LB,Left,1,2,2,Medium/Medium,80.0,44.0,60.0,66.0,68.0,75.0,1,Defender,6,4132
4157,J. Castelletto,Jean-Charles Castelletto,24,1995-01-26,185,76,Cameroon,Stade Brestois 29,French Ligue 1,1.0,71,77,10000,CB,Right,1,3,2,Medium/Medium,76.0,30.0,51.0,58.0,70.0,75.0,1,Defender,16,4157
4160,M. Zaccagni,Mattia Zaccagni,24,1995-06-16,177,63,Italy,Hellas Verona,Italian Serie A,1.0,71,77,10000,"CAM, CM",Right,1,3,3,High/Medium,62.0,63.0,70.0,69.0,60.0,60.0,1,Midfielder,21,4160
4164,J. Siebatcheu,Theoson-Jordan Siebatcheu,23,1996-04-26,190,84,France,Stade Rennais FC,French Ligue 1,1.0,71,77,20000,ST,Right,1,3,3,High/Medium,64.0,69.0,58.0,66.0,29.0,68.0,0,Forward,12,4164
4165,S. Findlay,Stuart Findlay,23,1995-09-14,191,82,Scotland,Kilmarnock,Scottish Premiership,1.0,71,77,5000,"CB, LB",Left,1,3,2,Medium/High,65.0,37.0,58.0,52.0,71.0,72.0,1,Defender,15,4165
4170,F. Centonze,Fabien Centonze,23,1996-01-16,182,75,France,FC Metz,French Ligue 1,1.0,71,77,10000,RB,Right,1,3,3,High/Medium,78.0,53.0,65.0,71.0,67.0,75.0,0,Defender,17,4170
4176,I. Sacko,Ihsan Sacko,21,1997-07-19,183,70,France,OGC Nice,French Ligue 1,1.0,71,77,15000,"ST, LW, RW",Right,1,3,3,Medium/Medium,80.0,70.0,63.0,72.0,40.0,58.0,0,Midfielder,3,4176
4192,T. Kleindienst,Tim Kleindienst,23,1995-08-31,194,86,Germany,SC Freiburg,German 1. Bundesliga,1.0,71,76,15000,ST,Right,1,3,3,Medium/Medium,66.0,71.0,53.0,62.0,32.0,72.0,0,Forward,0,4192
4194,P. Mwene,Phillipp Mwene,25,1994-01-29,172,68,Austria,1. FSV Mainz 05,German 1. Bundesliga,1.0,71,76,15000,"RB, RM, RWB",Right,1,4,3,High/Medium,79.0,44.0,60.0,71.0,63.0,64.0,0,Defender,0,4194
4201,J. Pohjanpalo,Joel Pohjanpalo,24,1994-09-13,184,85,Finland,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,71,76,30000,ST,Right,1,3,3,Medium/Medium,66.0,70.0,54.0,67.0,26.0,65.0,0,Forward,1,4201
4203,L. Mousset,Lys Mousset,23,1996-02-08,184,80,France,Sheffield United,English Premier League,1.0,71,76,20000,ST,Right,1,3,3,Medium/Medium,77.0,70.0,53.0,72.0,25.0,61.0,5,Midfielder,23,4203
4210,G. Holtmann,Gerrit Holtmann,24,1995-03-25,183,77,Germany,SC Paderborn 07,German 1. Bundesliga,1.0,71,76,15000,"LM, LWB, LB",Left,1,3,3,Medium/Medium,90.0,63.0,62.0,71.0,57.0,59.0,1,Midfielder,15,4210
4217,J. Lefort,Jordan Lefort,25,1993-08-09,184,83,France,Amiens SC,French Ligue 1,1.0,71,76,10000,"CB, LB",Left,1,3,2,Medium/Medium,65.0,26.0,58.0,63.0,71.0,72.0,0,Midfielder,8,4217
4229,D. Bisoli,Dimitri Bisoli,25,1994-03-25,180,72,Italy,Brescia,Italian Serie A,1.0,71,75,10000,"CM, CAM",Right,1,3,3,High/High,74.0,69.0,68.0,69.0,59.0,67.0,0,Midfielder,23,4229
4246,H. Belkebla,Haris Belkebla,25,1994-01-28,177,68,Algeria,Stade Brestois 29,French Ligue 1,1.0,71,75,10000,"CDM, CM",Right,1,3,3,Medium/Medium,64.0,54.0,67.0,71.0,66.0,71.0,0,Midfielder,13,4246
4248,K. Ehizibue,Kingsley Ehizibue,24,1995-05-25,187,82,Netherlands,1. FC Köln,German 1. Bundesliga,1.0,71,75,15000,RB,Right,1,2,3,High/High,86.0,57.0,64.0,71.0,66.0,81.0,1,Midfielder,19,4248
4253,P. Burner,Patrick Burner,23,1996-04-11,170,65,France,OGC Nice,French Ligue 1,1.0,71,75,15000,RB,Right,1,3,3,High/Medium,76.0,58.0,66.0,71.0,69.0,61.0,0,Defender,13,4253
4256,A. Rrahmani,Amir Rrahmani,25,1994-02-24,192,87,Kosovo,Hellas Verona,Italian Serie A,1.0,71,75,10000,"CB, LB, RB",Right,1,4,2,Medium/High,61.0,51.0,50.0,59.0,69.0,78.0,0,Defender,23,4256
4280,T. Pledl,Thomas Pledl,25,1994-05-23,173,72,Germany,Fortuna Düsseldorf,German 1. Bundesliga,1.0,71,74,15000,RM,Right,1,4,3,Medium/Medium,77.0,60.0,70.0,74.0,49.0,57.0,0,Midfielder,4,4280
4308,E. Burgos,Esteban Rodrigo Burgos,27,1992-01-09,190,80,Argentina,SD Eibar,Spain Primera Division,1.0,71,74,15000,CB,Right,1,3,2,Medium/High,48.0,34.0,46.0,52.0,71.0,80.0,1,Defender,5,4308
4324,Felipe Curcio,Felipe Castaldo Curcio,25,1993-08-06,183,75,Brazil,Brescia,Italian Serie A,1.0,71,74,9000,LB,Left,1,3,3,High/Medium,76.0,59.0,72.0,73.0,65.0,71.0,0,Defender,1,4324
4340,F. Ceccherini,Federico Ceccherini,27,1992-05-11,187,75,Italy,Fiorentina,Italian Serie A,1.0,71,73,30000,CB,Right,1,2,2,Medium/Medium,53.0,15.0,34.0,50.0,71.0,75.0,0,Defender,7,4340
4368,D. Burn,Dan Burn,27,1992-05-09,198,87,England,Brighton & Hove Albion,English Premier League,1.0,71,72,30000,CB,Left,1,3,2,Low/Medium,44.0,33.0,53.0,47.0,70.0,77.0,0,Defender,22,4368
4452,A. Tettey,Alexander Banor Tettey,33,1986-04-04,180,68,Norway,Norwich City,English Premier League,1.0,71,71,30000,CDM,Right,1,2,2,Medium/High,64.0,64.0,64.0,62.0,71.0,76.0,1,Midfielder,20,4452
4456,C. Berra,Christophe Berra,34,1985-01-31,191,92,Scotland,Heart of Midlothian,Scottish Premiership,1.0,71,71,6000,CB,Left,1,2,2,Medium/High,34.0,35.0,39.0,44.0,72.0,79.0,1,Defender,19,4456
4471,G. Dicker,Gary Richard Perry Dicker,32,1986-07-31,183,81,Republic of Ireland,Kilmarnock,Scottish Premiership,1.0,71,71,6000,"CDM, CM",Right,1,3,2,Medium/High,55.0,46.0,64.0,61.0,70.0,79.0,2,Midfielder,27,4471
4480,M. Mancosu,Marco Mancosu,30,1988-08-22,180,77,Italy,Lecce,Italian Serie A,1.0,71,71,10000,"CAM, CM",Right,1,4,3,Medium/Medium,67.0,66.0,68.0,70.0,41.0,65.0,7,Midfielder,18,4480
4481,D. Dessena,Daniele Dessena,32,1987-05-10,183,75,Italy,Brescia,Italian Serie A,1.0,71,71,10000,"CM, CDM",Right,2,3,3,Medium/High,63.0,67.0,69.0,68.0,70.0,74.0,0,Midfielder,11,4481
4488,L. Baal,Ludovic Baal,33,1986-05-24,176,75,France,Stade Brestois 29,French Ligue 1,1.0,71,71,10000,LB,Left,2,3,2,High/Medium,66.0,50.0,66.0,65.0,70.0,72.0,0,Forward,7,4488
4489,A. Matri,Alessandro Matri,34,1984-08-19,183,80,Italy,Sassuolo,Italian Serie A,1.0,71,71,30000,ST,Right,2,3,3,High/Low,60.0,68.0,58.0,67.0,37.0,65.0,0,Forward,8,4489
4517,J. Faussurier,Julien Faussurier,32,1987-01-14,173,70,France,Stade Brestois 29,French Ligue 1,1.0,71,71,10000,"RM, RW",Right,1,3,3,High/Medium,67.0,59.0,72.0,66.0,63.0,73.0,2,Midfielder,16,4517
4542,G. Belaud,Gaëtan Belaud,32,1986-09-16,177,76,France,Stade Brestois 29,French Ligue 1,1.0,71,71,10000,RB,Right,1,3,3,High/Medium,66.0,50.0,65.0,70.0,71.0,75.0,0,Defender,2,4542
4544,J. Murphy,Jamie Murphy,29,1989-08-28,178,72,Scotland,Rangers FC,Scottish Premiership,1.0,71,71,30000,"LW, LM",Right,1,4,3,Medium/Medium,78.0,70.0,66.0,73.0,48.0,68.0,0,Forward,2,4544
4553,B. Salamon,Bartosz Salamon,28,1991-05-01,196,89,Poland,SPAL,Italian Serie A,1.0,71,71,10000,CB,Right,1,3,2,Medium/Medium,43.0,46.0,58.0,56.0,71.0,69.0,0,Midfielder,1,4553
4592,L. Marrone,Luca Marrone,29,1990-03-28,186,75,Italy,Hellas Verona,Italian Serie A,1.0,71,71,10000,"CB, CDM",Right,1,3,3,Medium/High,53.0,59.0,71.0,71.0,70.0,71.0,0,Defender,0,4592
4596,M. Faraoni,Marco Davide Faraoni,27,1991-10-25,180,71,Italy,Hellas Verona,Italian Serie A,1.0,71,71,10000,"RM, RB, CM",Right,1,3,3,Medium/Medium,71.0,64.0,72.0,70.0,68.0,72.0,3,Defender,23,4596
4603,M. Bourabia,Mehdi Bourabia,27,1991-08-07,183,73,Morocco,Sassuolo,Italian Serie A,1.0,71,71,30000,"CM, CDM, CAM",Right,1,3,3,Medium/Medium,62.0,61.0,69.0,71.0,63.0,62.0,0,Midfielder,6,4603
4613,A. Abrashi,Amir Abrashi,29,1990-03-27,170,74,Albania,SC Freiburg,German 1. Bundesliga,1.0,71,71,15000,"CDM, CM",Right,1,2,2,High/High,64.0,55.0,58.0,65.0,70.0,76.0,0,Midfielder,9,4613
4622,Timor,David Timor Copoví,29,1989-10-17,185,81,Spain,UD Las Palmas,Spanish Segunda División,2.0,71,71,9000,"CM, CDM",Left,1,3,3,Medium/High,53.0,60.0,72.0,64.0,68.0,77.0,2,Midfielder,10,4622
4676,H. Aleesami,Haitam Aleesami,27,1991-07-31,183,81,Norway,Amiens SC,French Ligue 1,1.0,71,71,10000,"LB, LM",Left,1,3,3,High/Medium,80.0,57.0,68.0,70.0,66.0,72.0,1,Defender,14,4676
4683,R. Philippoteaux,Romain Philippoteaux,31,1988-03-02,170,67,France,Nîmes Olympique,French Ligue 1,1.0,71,71,15000,"LM, LW",Right,1,3,3,High/Medium,76.0,67.0,66.0,73.0,43.0,59.0,2,Midfielder,16,4683
4756,Y. Shakhov,Yevhen Shakhov,28,1990-11-30,189,82,Ukraine,Lecce,Italian Serie A,1.0,71,71,10000,"CM, CDM, CAM",Right,1,4,3,High/Medium,70.0,68.0,67.0,70.0,65.0,71.0,0,Midfielder,14,4756
4764,D. Guzman,David Alberto Guzmán Pérez,29,1990-02-18,178,79,Costa Rica,Columbus Crew SC,USA Major League Soccer,1.0,71,71,6000,"CDM, CM",Right,1,3,3,Medium/High,58.0,60.0,70.0,68.0,68.0,73.0,0,Midfielder,1,4764
4769,A. Pinamonti,Andrea Pinamonti,20,1999-05-19,188,72,Italy,Genoa,Italian Serie A,1.0,70,86,8000,ST,Right,1,3,3,Medium/Medium,64.0,70.0,45.0,67.0,22.0,63.0,2,Forward,18,4769
4770,M. Gibbs-White,Morgan Gibbs-White,19,2000-01-27,178,70,England,Wolverhampton Wanderers,English Premier League,1.0,70,86,20000,"CM, CAM",Right,1,2,4,Medium/Medium,72.0,61.0,69.0,72.0,56.0,64.0,0,Midfielder,4,4770
4777,R. Vargas,Ruben Vargas,20,1998-08-05,174,68,Switzerland,FC Augsburg,German 1. Bundesliga,1.0,70,85,10000,"RM, LM",Left,1,3,3,High/Medium,80.0,65.0,64.0,71.0,53.0,63.0,4,Forward,21,4777
4779,M. Svanberg,Mattias Svanberg,20,1999-01-05,185,77,Sweden,Bologna,Italian Serie A,1.0,70,84,10000,"CM, RM",Right,1,3,3,High/Medium,78.0,65.0,69.0,73.0,52.0,67.0,0,Midfielder,14,4779
4781,Rúben Vinagre,Rúben Gonçalo Silva Nascimento Vinagre,20,1999-04-09,174,64,Portugal,Wolverhampton Wanderers,English Premier League,1.0,70,84,20000,LWB,Left,1,2,4,High/Medium,88.0,54.0,65.0,78.0,60.0,59.0,0,Midfielder,10,4781
4782,E. Brignola,Enrico Brignola,19,1999-07-08,168,71,Italy,Sassuolo,Italian Serie A,1.0,70,84,15000,"CAM, RW, CF",Left,1,4,3,Medium/Medium,71.0,64.0,64.0,73.0,21.0,54.0,0,Forward,0,4782
4783,A. Barkok,Aymen Barkok,21,1998-05-21,188,75,Germany,Fortuna Düsseldorf,German 1. Bundesliga,1.0,70,84,10000,"CM, CAM",Right,1,3,4,Medium/Medium,69.0,62.0,67.0,79.0,54.0,63.0,0,Defender,3,4783
4799,D. Geiger,Dennis Geiger,21,1998-06-10,172,65,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga,1.0,70,82,15000,CM,Right,1,3,3,Medium/Medium,65.0,45.0,67.0,76.0,52.0,54.0,0,Midfielder,14,4799
4804,K. Mavropanos,Konstantinos Mavropanos,21,1997-12-11,194,88,Greece,Arsenal,English Premier League,1.0,70,82,20000,CB,Right,1,2,2,Medium/High,55.0,33.0,44.0,45.0,70.0,75.0,0,Defender,0,4804
4811,R. Manaj,Rey Manaj,22,1997-02-24,182,76,Albania,Albacete BP,Spanish Segunda División,2.0,70,81,6000,ST,Right,1,4,3,Medium/Medium,70.0,68.0,53.0,68.0,29.0,69.0,0,Forward,0,4811
4822,S. Bornauw,Sebastiaan Bornauw,20,1999-03-22,191,88,Belgium,1. FC Köln,German 1. Bundesliga,1.0,70,81,10000,CB,Right,1,3,2,Medium/Medium,62.0,40.0,63.0,59.0,67.0,77.0,4,Defender,20,4822
4823,Jean Lucas,Jean Lucas de Souza Oliveira,21,1998-06-22,181,78,Brazil,Olympique Lyonnais,French Ligue 1,1.0,70,81,20000,"CM, CDM",Right,1,3,3,Medium/Medium,70.0,55.0,68.0,68.0,58.0,67.0,1,Midfielder,7,4823
4825,D. Solanke,Dominic Solanke,21,1997-09-14,187,80,England,Bournemouth,English Premier League,1.0,70,80,30000,ST,Right,1,3,3,High/Medium,66.0,69.0,60.0,70.0,27.0,69.0,0,Forward,22,4825
4826,A. Cistana,Andrea Cistana,22,1997-04-01,177,78,Italy,Brescia,Italian Serie A,1.0,70,80,7000,CB,Right,1,3,2,Medium/High,68.0,42.0,54.0,60.0,70.0,67.0,1,Defender,21,4826
4827,E. Konsa,Ezri Konsa Ngoyo,21,1998-04-06,183,77,England,Aston Villa,English Premier League,1.0,70,80,20000,CB,Right,1,3,2,Medium/High,76.0,38.0,58.0,69.0,68.0,70.0,0,Midfielder,14,4827
4829,J. Makengo,Jean-Victor Makengo,21,1998-06-12,177,75,France,Toulouse Football Club,French Ligue 1,1.0,70,80,10000,CM,Left,1,3,3,High/High,68.0,64.0,71.0,71.0,67.0,65.0,2,Midfielder,11,4829
4830,R. Pierre-Gabriel,Ronaël Julien Pierre-Gabriel,21,1998-06-13,177,80,France,1. FSV Mainz 05,German 1. Bundesliga,1.0,70,80,10000,"RB, LB",Right,1,3,3,Medium/Medium,77.0,48.0,59.0,69.0,67.0,69.0,0,Midfielder,5,4830
4833,M. Fofana,Mamadou Fofana,21,1998-01-21,186,75,Mali,FC Metz,French Ligue 1,1.0,70,80,7000,"CDM, CB",Right,1,3,2,Low/High,64.0,31.0,55.0,59.0,71.0,73.0,0,Midfielder,15,4833
4835,A. Nordin,Arnaud Nordin,21,1998-06-17,170,69,France,AS Saint-Étienne,French Ligue 1,1.0,70,80,10000,"LM, RM",Left,1,4,3,Medium/Medium,82.0,67.0,63.0,73.0,32.0,52.0,0,Forward,13,4835
4839,M. Friedl,Marco Friedl,21,1998-03-16,187,71,Austria,SV Werder Bremen,German 1. Bundesliga,1.0,70,80,10000,"CB, LB",Left,1,2,2,Medium/Medium,64.0,37.0,56.0,66.0,71.0,67.0,1,Defender,17,4839
4844,G. Magnani,Giangiacomo Magnani,23,1995-10-04,191,87,Italy,Brescia,Italian Serie A,1.0,70,80,7000,CB,Left,1,3,2,Low/High,55.0,35.0,45.0,49.0,72.0,69.0,0,Defender,3,4844
4852,F. Honorat,Franck Honorat,22,1996-08-11,180,70,France,AS Saint-Étienne,French Ligue 1,1.0,70,79,15000,RM,Right,1,2,4,Medium/Medium,79.0,68.0,62.0,72.0,23.0,49.0,0,Forward,6,4852
4853,J. Stacey,Jack Stacey,23,1996-04-06,178,62,England,Bournemouth,English Premier League,1.0,70,79,20000,RB,Right,1,3,2,High/Medium,76.0,54.0,65.0,69.0,66.0,70.0,0,Midfielder,9,4853
4854,W. Kaptoum,Wilfrid Jaures Kaptoum,22,1996-07-07,170,72,Cameroon,Real Betis,Spain Primera Division,1.0,70,79,10000,"CM, CDM",Right,1,3,3,Medium/Medium,61.0,62.0,67.0,74.0,60.0,60.0,0,Midfielder,5,4854
4862,F. Depaoli,Fabio Depaoli,22,1997-04-24,178,71,Italy,Sampdoria,Italian Serie A,1.0,70,79,15000,"RB, RM",Right,1,3,3,Medium/Medium,73.0,53.0,68.0,71.0,67.0,54.0,0,Midfielder,15,4862
4873,G. Kamara,Glen Adjei Kamara,23,1995-10-28,181,73,Finland,Rangers FC,Scottish Premiership,1.0,70,78,20000,"CM, CDM",Right,1,4,3,Medium/Medium,70.0,46.0,62.0,70.0,64.0,70.0,0,Midfielder,17,4873
4875,G. Moncini,Gabriele Moncini,23,1996-04-26,183,75,Italy,SPAL,Italian Serie A,1.0,70,78,8000,ST,Right,1,3,3,High/Medium,74.0,68.0,54.0,66.0,37.0,65.0,0,Forward,4,4875
4887,Joan Sastre,Joan Sastre Vanrell,22,1997-04-30,174,75,Spain,RCD Mallorca,Spain Primera Division,1.0,70,78,10000,"RB, LB",Right,1,3,2,Medium/Medium,76.0,36.0,55.0,66.0,69.0,61.0,0,Defender,15,4887
4909,C. Oliva,Christian Gabriel Oliva Giménez,23,1996-06-01,178,77,Uruguay,Cagliari,Italian Serie A,1.0,70,78,15000,CM,Right,1,3,2,Medium/Medium,64.0,59.0,68.0,68.0,69.0,68.0,2,Midfielder,10,4909
