,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic
9031,A. Atouchi,Amine Atouchi,28,1992-01-07,186,78,Morocco,Abha Club,Saudi Abdul L. Jameel League,1.0,66,68,4000,CB,Right,1,4,2,Medium/Medium,59.0,37.0,38.0,38.0,69.0,69.0
9032,J. Toledo,Jonathan Toledo Paragarino,24,1996-01-10,183,80,Uruguay,Centro Atlético Fénix,Uruguayan Primera División,1.0,66,68,500,"CB, RB",Right,1,2,2,Low/Low,66.0,36.0,52.0,52.0,66.0,72.0
9033,K. Sento,仙頭 啓矢,25,1994-12-29,170,62,Japan,Yokohama F. Marinos,Japanese J. League Division 1,1.0,66,68,4000,"RM, CAM, CM",Right,1,4,3,High/Medium,67.0,63.0,66.0,67.0,47.0,49.0
9034,D. Gissi,Dylan Gissi,29,1991-04-27,189,82,Switzerland,Patronato,Argentina Primera División,1.0,66,67,4000,"CB, RB",Right,1,3,2,Low/Medium,36.0,47.0,58.0,55.0,63.0,78.0
9035,T. Coremans,Tim Coremans,29,1991-04-10,186,75,Netherlands,Sparta Rotterdam,Holland Eredivisie,1.0,66,67,3000,GK,Right,1,2,1,Medium/Medium,,,,,,
9036,M. Delač,Matej Delač,27,1992-08-20,190,80,Croatia,AC Horsens,Danish Superliga,1.0,66,67,3000,GK,Right,1,2,1,Medium/Medium,,,,,,
9037,C. Aasbak,Christoffer Aasbak,26,1993-07-22,187,81,Norway,Kristiansund BK,Norwegian Eliteserien,1.0,66,67,1000,LB,Left,1,3,2,Medium/Medium,65.0,52.0,63.0,61.0,62.0,76.0
9038,F. Jensen,Fredrik Oldrup Jensen,27,1993-05-18,185,73,Norway,Vålerenga Fotball,Norwegian Eliteserien,1.0,66,67,2000,"CDM, CM",Right,1,3,2,Low/Medium,55.0,50.0,64.0,60.0,63.0,68.0
9039,M. Amini,Mustafa Amini,27,1993-04-20,173,71,Australia,Aarhus GF,Danish Superliga,1.0,66,67,4000,CM,Right,1,4,3,Medium/Medium,63.0,59.0,62.0,69.0,56.0,70.0
9040,R. Allsop,Ryan Allsop,28,1992-06-17,189,80,England,Wycombe Wanderers,English League Championship,2.0,66,67,4000,GK,Right,1,3,1,Medium/Medium,,,,,,
9041,R. Mulumba,Rémi Mulumba,27,1992-11-02,178,70,DR Congo,La Berrichonne de Châteauroux,French Ligue 2,2.0,66,67,2000,"CM, CDM",Right,1,3,2,Medium/Medium,58.0,60.0,67.0,63.0,63.0,71.0
9042,M. Power,Max Power,26,1993-07-27,181,77,England,Sunderland,English League One,3.0,66,67,4000,"CM, CDM",Right,1,3,3,Medium/Medium,57.0,65.0,67.0,64.0,63.0,73.0
9043,M. Abu,Mohammed Abu,28,1991-11-14,170,68,Ghana,DC United,USA Major League Soccer,1.0,66,67,3000,"CDM, CM",Left,1,2,3,Medium/High,69.0,54.0,62.0,66.0,61.0,67.0
9044,G. Moncur,George Moncur,26,1993-08-18,176,63,England,Luton Town,English League Championship,2.0,66,67,4000,"CAM, CM, LM",Right,1,3,3,Medium/Low,66.0,62.0,67.0,68.0,46.0,60.0
9045,P. McEleney,Patrick McEleney,27,1992-09-26,180,84,Republic of Ireland,Dundalk,Rep. Ireland Airtricity League,1.0,66,67,1000,CAM,Right,1,4,3,Medium/Medium,78.0,60.0,64.0,68.0,55.0,64.0
9046,N. Dussenne,Noë Dussenne,28,1992-04-07,192,86,Belgium,Standard de Liège,Belgian Jupiler Pro League,1.0,66,67,5000,CB,Right,1,3,2,Medium/Medium,32.0,34.0,48.0,44.0,68.0,69.0
9047,M. Harriman,Michael Harriman,27,1992-10-23,167,74,Republic of Ireland,Northampton Town,English League One,3.0,66,67,4000,"RB, LB, RWB",Right,1,3,2,High/High,78.0,53.0,58.0,64.0,61.0,69.0
9048,T. Pietermaat,Tom Pietermaat,27,1992-09-06,174,68,Belgium,Beerschot AC,Belgian Jupiler Pro League,1.0,66,67,4000,"CDM, CM",Right,1,3,2,Medium/Medium,67.0,31.0,57.0,56.0,65.0,69.0
9049,N. Devlin,Nicky Devlin,26,1993-10-17,183,73,Scotland,Livingston FC,Scottish Premiership,1.0,66,67,2000,RB,Right,1,3,2,High/High,88.0,52.0,55.0,61.0,59.0,78.0
9050,R. Wolski,Rafał Wolski,27,1992-11-10,180,70,Poland,Wisła Płock,Polish T-Mobile Ekstraklasa,1.0,66,67,2000,"CAM, CM",Right,1,3,4,Medium/Low,66.0,62.0,68.0,69.0,34.0,53.0
9051,D. Rubio,Diego Iván Rubio Kostner,27,1993-05-15,180,77,Chile,Colorado Rapids,USA Major League Soccer,1.0,66,67,3000,"CAM, ST, RM",Right,1,3,3,Medium/Medium,65.0,72.0,57.0,70.0,36.0,66.0
9052,N. Röseler,Nils Röseler,28,1992-02-10,190,80,Germany,SV Sandhausen,German 2. Bundesliga,2.0,66,67,3000,CB,Right,1,4,2,Medium/Medium,55.0,35.0,53.0,55.0,66.0,72.0
9053,Sérgio Marakis,Sérgio Romeo Marakis,28,1991-11-11,178,78,Portugal,FC Argeș,Romanian Liga I,1.0,66,67,2000,CDM,Right,1,3,2,Medium/Medium,63.0,49.0,55.0,62.0,65.0,76.0
9054,B. Tashchy,Borys Tashchy,26,1993-07-26,192,90,Ukraine,FC St. Pauli,German 2. Bundesliga,2.0,66,67,6000,"ST, CAM",Right,1,4,3,Medium/High,67.0,63.0,60.0,64.0,35.0,73.0
9055,T. Boere,Tom Boere,27,1992-11-24,183,80,Netherlands,Türkgücü München,German 3. Bundesliga,3.0,66,67,2000,ST,Right,1,4,2,Medium/Low,68.0,68.0,52.0,60.0,31.0,74.0
9056,K. Pusch,Kolja Pusch,27,1993-02-12,181,76,Germany,KFC Uerdingen 05,German 3. Bundesliga,3.0,66,67,3000,"CAM, LM, CM",Left,1,3,2,Medium/Medium,67.0,64.0,65.0,66.0,55.0,66.0
9057,F. Al Qarni,Fawaz Al Qarni,28,1992-04-02,184,80,Saudi Arabia,Al Ittihad,Saudi Abdul L. Jameel League,1.0,66,67,8000,GK,Right,1,3,1,Medium/Medium,,,,,,
9058,T. Schröck,Tobias Schröck,27,1992-12-31,188,84,Germany,FC Ingolstadt 04,German 3. Bundesliga,3.0,66,67,3000,"CB, CDM, CM",Right,1,3,2,Medium/Medium,67.0,63.0,58.0,59.0,65.0,77.0
9059,S. Ohlsson,Sebastian Ohlsson,27,1993-05-26,181,77,Sweden,FC St. Pauli,German 2. Bundesliga,2.0,66,67,5000,"RB, RWB, RW",Right,1,3,3,High/Medium,66.0,62.0,62.0,66.0,63.0,68.0
9060,Kwon Kyung Won,권경원 权敬源,28,1992-01-31,188,81,Korea Republic,Sangju Sangmu FC,Korean K League Classic,1.0,66,67,2000,"CB, CDM",Left,1,2,2,Low/High,54.0,37.0,58.0,59.0,63.0,77.0
9061,Y. Ono,小野 裕二,27,1992-12-22,170,69,Japan,Gamba Osaka,Japanese J. League Division 1,1.0,66,67,4000,"CAM, LM, CM",Right,1,4,4,Medium/Medium,72.0,59.0,63.0,69.0,40.0,64.0
9062,L. Ojeda,Luis Alberto Ojeda,30,1990-03-21,183,83,Argentina,Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,1.0,66,67,500,GK,Right,1,3,1,Medium/Medium,,,,,,
9063,João Pedro,João Pedro Almeida Machado,27,1993-04-03,177,69,Portugal,CD Tondela,Portuguese Liga ZON SAGRES,1.0,66,67,3000,"CM, CDM",Right,1,3,3,Medium/Medium,67.0,64.0,62.0,67.0,66.0,68.0
9064,D. Murillo,Jesús David Murillo León,26,1993-08-17,178,75,Colombia,Junior FC,Colombian Liga Postobón,1.0,66,67,500,RB,Right,1,2,3,High/Medium,76.0,37.0,57.0,65.0,59.0,67.0
9065,B. Vides,Bruno Leonel Vides,27,1993-02-20,178,76,Argentina,Universidad Católica del Ecuador,Ecuadorian Serie A,1.0,66,67,500,"ST, CAM",Right,1,3,3,High/Medium,72.0,60.0,54.0,68.0,39.0,70.0
9066,L. Melano,Lucas Santiago Melano,27,1993-03-01,185,72,Argentina,Atlético Tucumán,Argentina Primera División,1.0,66,67,5000,"ST, RM, LM",Right,1,3,3,Medium/Low,82.0,62.0,61.0,67.0,32.0,68.0
9067,G. Karlen,Gaëtan Karlen,27,1993-06-07,186,79,Switzerland,FC Sion,Swiss Super League,1.0,66,67,10000,"ST, CF",Right,1,3,2,Medium/Medium,68.0,65.0,51.0,60.0,32.0,68.0
9068,Mario Barco,Mario Barco Vilar,27,1992-12-23,185,78,Spain,CD Mirandés,Spanish Segunda División,2.0,66,67,3000,ST,Right,1,3,2,Medium/Medium,65.0,68.0,56.0,63.0,36.0,60.0
9069,Michael Pinto,Michael Gonçalves Pinto,27,1993-06-04,176,70,Portugal,Sparta Rotterdam,Holland Eredivisie,1.0,66,67,3000,LB,Left,1,3,3,Medium/Medium,67.0,34.0,59.0,68.0,63.0,67.0
9070,E. Boateng,Emmanuel Agyenim Boateng,26,1994-01-17,168,68,Ghana,Columbus Crew SC,USA Major League Soccer,1.0,66,67,3000,"LM, RM",Left,1,2,3,High/Medium,90.0,59.0,59.0,67.0,41.0,58.0
9071,S. Mockenhaupt,Sascha Mockenhaupt,28,1991-09-10,187,84,Germany,SV Wehen Wiesbaden,German 3. Bundesliga,3.0,66,67,3000,CB,Right,1,2,2,Medium/Medium,78.0,28.0,41.0,49.0,65.0,75.0
9072,D. Mendoza,Diego Roberto Mendoza Meabe,27,1992-09-30,186,86,Argentina,Club Atlético Huracán,Argentina Primera División,1.0,66,67,5000,ST,Right,1,3,3,High/Low,61.0,68.0,54.0,64.0,34.0,67.0
9073,S. Dursun,Salih Dursun,28,1991-07-12,188,79,Turkey,Gençlerbirliği SK,Turkish Süper Lig,1.0,66,67,5000,"CB, RB",Right,1,2,2,Medium/High,62.0,39.0,52.0,54.0,64.0,75.0
9074,J. Bajandouh,Jamal Ba Jandooh,27,1992-08-22,186,85,Saudi Arabia,Al Shabab,Saudi Abdul L. Jameel League,1.0,66,67,9000,CDM,Right,1,4,2,Medium/Medium,44.0,58.0,66.0,62.0,62.0,70.0
9075,A. Lundqvist,Adam Lundqvist,26,1994-03-20,175,65,Sweden,Houston Dynamo,USA Major League Soccer,1.0,66,67,2000,"LB, RB",Left,1,2,2,High/Medium,68.0,52.0,63.0,62.0,62.0,57.0
9076,Sim Sang Min,심상민 沈相民,27,1993-05-21,172,70,Korea Republic,Sangju Sangmu FC,Korean K League Classic,1.0,66,67,1000,LB,Left,1,3,3,Medium/Medium,72.0,47.0,59.0,67.0,60.0,70.0
9077,Kim Yong Hwan,김용환 金永焕,27,1993-05-25,175,67,Korea Republic,Sangju Sangmu FC,Korean K League Classic,1.0,66,67,1000,RB,Right,1,4,2,High/High,88.0,39.0,57.0,66.0,56.0,69.0
9078,E. Miller,Eric Miller,27,1993-01-15,183,79,United States,Nashville SC,USA Major League Soccer,1.0,66,67,2000,"RB, LB, LWB",Right,1,3,2,Medium/High,75.0,37.0,53.0,59.0,62.0,68.0
9079,F. David,Florian David,27,1992-11-16,180,67,France,FC Chambly Oise,French Ligue 2,2.0,66,67,2000,"CAM, ST",Right,1,3,3,High/Medium,74.0,64.0,62.0,67.0,42.0,67.0
9080,Pablo Pérez,Pablo Pérez Rodríguez,26,1993-08-02,188,79,Spain,Real Sporting de Gijón,Spanish Segunda División,2.0,66,67,3000,"CAM, RM, ST",Right,1,3,3,Medium/Low,60.0,63.0,67.0,65.0,52.0,64.0
9081,A. Vural,Ali Şaşal Vural,29,1990-07-10,187,80,Turkey,Sivasspor,Turkish Süper Lig,1.0,66,67,4000,GK,Right,1,2,1,Medium/Medium,,,,,,
9082,J. Salas,Javier Alván Salas Salazar,26,1993-08-20,183,73,Mexico,Puebla FC,Mexican Liga MX,1.0,66,67,3000,"CM, CDM",Right,1,3,3,Medium/Medium,64.0,55.0,65.0,65.0,58.0,71.0
9083,S. Bolbat,Sergiy Bolbat,27,1993-06-13,175,70,Ukraine,Shakhtar Donetsk,Ukrainian Premier League,1.0,66,67,500,RB,Right,1,3,3,High/High,75.0,59.0,68.0,73.0,56.0,58.0
9084,I. Rivera,Francisco Israel Rivera Dávalos,25,1994-09-23,169,60,Mexico,Querétaro,Mexican Liga MX,1.0,66,67,3000,"RM, CM",Right,1,4,3,High/Medium,76.0,55.0,64.0,69.0,43.0,49.0
9085,A. Sjöberg,Axel Sjöberg,29,1991-03-08,201,95,Sweden,DC United,USA Major League Soccer,1.0,66,67,3000,CB,Right,1,2,2,Low/High,36.0,26.0,44.0,46.0,65.0,74.0
9086,C. Carrillo,César Manuel Carrillo Mejía,27,1992-08-08,179,65,Colombia,Millonarios FC,Colombian Liga Postobón,1.0,66,67,1000,"CDM, CM",Right,1,3,2,Medium/Medium,62.0,63.0,61.0,62.0,63.0,68.0
9087,M. Poletanović,Marko Poletanović,26,1993-07-20,187,81,Serbia,Raków Częstochowa,Polish T-Mobile Ekstraklasa,1.0,66,67,2000,"CM, CDM, CAM",Right,1,3,3,Medium/Medium,57.0,64.0,65.0,64.0,60.0,68.0
9088,D. Milinković,Manuel David Milinković,26,1994-05-20,178,70,France,Vancouver Whitecaps FC,USA Major League Soccer,1.0,66,67,3000,"LM, LW",Right,1,4,3,Medium/Medium,75.0,56.0,62.0,68.0,25.0,54.0
9089,A. Jakobsen,Alexander Jakobsen,26,1994-03-18,180,73,Egypt,Sarpsborg 08 FF,Norwegian Eliteserien,1.0,66,67,2000,LM,Right,1,3,4,High/Medium,73.0,59.0,62.0,74.0,44.0,62.0
9090,L. Ospina,Luciano Alejandro Ospina Londoño,29,1991-02-18,190,81,Colombia,Millonarios FC,Colombian Liga Postobón,1.0,66,67,2000,CB,Right,1,2,2,Medium/Medium,38.0,23.0,35.0,35.0,67.0,74.0
9091,D. Badji,Dominique Badji,27,1992-10-16,183,79,Senegal,Nashville SC,USA Major League Soccer,1.0,66,67,3000,"ST, LM",Left,1,2,3,Medium/Low,77.0,62.0,47.0,66.0,38.0,74.0
9092,M. Ajani,Marvin Ajani,26,1993-10-04,188,86,Germany,SV Wehen Wiesbaden,German 3. Bundesliga,3.0,66,67,3000,"RM, LM, RB",Right,1,4,3,Medium/Medium,88.0,58.0,59.0,63.0,53.0,74.0
9093,K. Redondo,Kenny Prince Redondo,25,1994-08-29,180,69,Germany,SpVgg Greuther Fürth,German 2. Bundesliga,2.0,66,67,3000,"LM, LW",Left,1,3,3,Medium/Medium,83.0,60.0,57.0,68.0,44.0,56.0
9094,M. George,Mayron Antonio George Clayton,26,1993-10-23,189,80,Costa Rica,Kalmar FF,Swedish Allsvenskan,1.0,66,67,2000,ST,Right,1,3,3,High/Low,87.0,60.0,49.0,62.0,29.0,78.0
9095,Olaetxea,Lander Olaetxea Ibaibarriaga,27,1993-04-12,179,75,Spain,UD Logroñés,Spanish Segunda División,2.0,66,67,3000,"CAM, CM",Right,1,3,3,High/Medium,61.0,68.0,59.0,68.0,38.0,51.0
9096,N. Antonitsch,Nico Antonitsch,28,1991-09-30,187,83,Austria,FC Ingolstadt 04,German 3. Bundesliga,3.0,66,67,3000,"CB, RB",Right,1,2,2,Medium/High,58.0,31.0,42.0,41.0,66.0,80.0
9097,T. Morita,守田 達弥,29,1990-08-03,191,87,Japan,Sagan Tosu,Japanese J. League Division 1,1.0,66,67,1000,GK,Right,1,3,1,Medium/Medium,,,,,,
9098,Y. Ito,伊东 幸敏,26,1993-09-03,176,68,Japan,Kashima Antlers,Japanese J. League Division 1,1.0,66,67,3000,RB,Right,1,2,2,High/Medium,69.0,30.0,57.0,58.0,63.0,62.0
9099,R. Harakawa,原川 力,26,1993-08-18,175,72,Japan,Sagan Tosu,Japanese J. League Division 1,1.0,66,67,2000,CM,Right,1,3,3,Medium/Medium,80.0,58.0,64.0,70.0,57.0,64.0
9100,Jang Ho Ik,장호익 张镐翼,26,1993-12-04,173,62,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic,1.0,66,67,2000,"RM, RB",Right,1,2,2,High/High,81.0,51.0,57.0,67.0,62.0,74.0
9101,M. Finotto,Mattia Finotto,27,1992-12-28,183,72,Italy,AC Monza,Italian Serie B,2.0,66,67,500,ST,Left,1,2,3,High/Medium,82.0,62.0,57.0,65.0,35.0,67.0
9102,A. Delamea,Antonio Mlinar Delamea,29,1991-06-10,183,73,Slovenia,New England Revolution,USA Major League Soccer,1.0,66,67,3000,CB,Right,1,3,2,Low/High,55.0,32.0,48.0,56.0,66.0,70.0
9103,J. Żubrowski,Jakub Żubrowski,28,1992-03-21,181,73,Poland,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,1.0,66,67,3000,"CDM, CM",Right,1,2,3,Low/High,53.0,48.0,62.0,63.0,61.0,72.0
9104,T. Schwede,Tobias Schwede,26,1994-03-17,182,73,Germany,SV Wehen Wiesbaden,German 3. Bundesliga,3.0,66,67,3000,"LM, LWB",Left,1,3,3,High/High,79.0,54.0,59.0,65.0,38.0,66.0
9105,M. Perg,Maximiliano Perg Schneider,28,1991-09-16,185,80,Uruguay,Puebla FC,Mexican Liga MX,1.0,66,67,3000,"CB, RB",Right,1,2,2,Medium/Medium,49.0,30.0,39.0,41.0,66.0,77.0
9106,W. Semedo,Willy Johnson Semedo Afonso,26,1994-04-27,185,68,France,Grenoble Foot 38,French Ligue 2,2.0,66,67,2000,"LM, RM",Right,1,4,4,High/Medium,76.0,63.0,60.0,69.0,36.0,64.0
9107,S. Strand,Simon Strand,27,1993-05-25,175,70,Sweden,IF Elfsborg,Swedish Allsvenskan,1.0,66,67,2000,LB,Right,1,4,2,Medium/Medium,85.0,31.0,50.0,61.0,60.0,64.0
9108,Y. Goto,後藤 優介,27,1993-04-23,171,70,Japan,Shimizu S-Pulse,Japanese J. League Division 1,1.0,66,67,2000,"CAM, ST, CF",Right,1,3,3,High/Medium,79.0,63.0,66.0,66.0,36.0,65.0
9109,E. Papa,Enriko Papa,27,1993-03-12,178,75,Albania,FC Botoşani,Romanian Liga I,1.0,66,67,3000,"CDM, CM",Right,1,2,2,High/High,66.0,60.0,61.0,66.0,62.0,72.0
9110,N. Roșu,Neluț Stelian Roșu,26,1993-07-05,175,68,Romania,UTA Arad,Romanian Liga I,1.0,66,67,2000,"CM, CDM",Left,1,3,3,Medium/Medium,68.0,63.0,68.0,69.0,50.0,61.0
9111,F. Oswald,Ferdinand Oswald,29,1990-10-05,184,77,Germany,WSG Tirol,Austrian Football Bundesliga,1.0,66,67,3000,GK,Right,1,4,1,Medium/Medium,,,,,,
9112,C. Vega,Cristian Orlando Vega,26,1993-09-17,178,70,Argentina,Central Córdoba,Argentina Primera División,1.0,66,67,4000,"CM, CDM",Right,1,3,2,Medium/Medium,66.0,54.0,65.0,63.0,64.0,67.0
9113,M. Da Luz,Mauro Andrés Da Luz Regalado,25,1994-09-05,174,73,Uruguay,River Plate Montevideo,Uruguayan Primera División,1.0,66,67,500,RM,Right,1,3,3,Medium/Medium,79.0,64.0,59.0,69.0,30.0,51.0
9114,M. Benkhemassa,Mohamed Benkhemassa,27,1993-06-28,176,70,Algeria,Málaga CF,Spanish Segunda División,2.0,66,67,3000,CM,Left,1,3,3,High/Medium,61.0,57.0,64.0,64.0,61.0,64.0
9115,Leo Coelho,Leonardo Henriques Coelho,27,1993-05-17,189,88,Brazil,Centro Atlético Fénix,Uruguayan Primera División,1.0,66,67,500,CB,Right,1,3,2,High/Low,75.0,41.0,51.0,47.0,68.0,65.0
9116,G. de los Santos,Guillermo Gabriel De Los Santos Viana,29,1991-02-15,181,75,Uruguay,Universidad Católica del Ecuador,Ecuadorian Serie A,1.0,66,67,500,CB,Right,1,2,2,Low/Medium,52.0,45.0,47.0,51.0,65.0,70.0
9117,A. López,Marcos Andrés López Cabrera,27,1993-02-04,167,60,Ecuador,Universidad Católica del Ecuador,Ecuadorian Serie A,1.0,66,67,500,RB,Right,1,2,2,High/Medium,77.0,31.0,57.0,55.0,66.0,67.0
9118,W. Godoy,Wílmer Javier Godoy Quiñónez,26,1993-11-05,178,67,Ecuador,Emelec,Ecuadorian Serie A,1.0,66,67,500,"RM, CM",Right,1,3,3,High/Medium,70.0,55.0,62.0,63.0,45.0,59.0
9119,N. Viera,Nildo Arturo Viera Recalde,27,1993-03-20,182,83,Paraguay,Sol de América,Paraguayan Primera División,1.0,66,67,500,ST,Right,1,3,2,High/Low,67.0,67.0,48.0,61.0,26.0,64.0
9120,H. Miyuki,三幸 秀稔,27,1993-05-23,172,65,Japan,Shonan Bellmare,Japanese J. League Division 1,1.0,66,67,2000,"CM, CDM, CAM",Right,1,3,2,Medium/Medium,62.0,55.0,66.0,66.0,58.0,61.0
9121,B. Saidani,Bilel Saidani,27,1993-06-29,188,75,Tunisia,Damac FC,Saudi Abdul L. Jameel League,1.0,66,67,6000,CDM,Right,1,3,2,Low/High,51.0,45.0,52.0,54.0,65.0,78.0
9122,S. Boukhenchouche,Salim Boukhenchouche,28,1991-10-06,187,82,Algeria,Abha Club,Saudi Abdul L. Jameel League,1.0,66,67,4000,CDM,Right,1,3,2,Medium/Medium,53.0,42.0,57.0,60.0,64.0,76.0
9123,J. Puljić,Jakov Puljić,26,1993-08-04,187,72,Croatia,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,1.0,66,67,4000,ST,Right,1,5,2,Medium/Medium,69.0,67.0,57.0,64.0,23.0,62.0
9124,J. Zules Caicedo,Jorge Raúl Zules Caicedo,29,1991-02-14,183,76,Colombia,Unión de Santa Fe,Argentina Primera División,1.0,66,67,4000,CB,Right,1,3,2,Medium/Medium,55.0,30.0,42.0,38.0,67.0,68.0
9125,B. Letić,Bojan Letić,27,1992-12-21,184,78,Bosnia Herzegovina,CD Mirandés,Spanish Segunda División,2.0,66,67,3000,"LB, LM",Left,1,3,2,High/Medium,66.0,57.0,52.0,63.0,63.0,62.0
9126,A. Farnerud,Alexander Farnerud,36,1984-05-01,182,73,Sweden,IFK Göteborg,Swedish Allsvenskan,1.0,66,66,1000,"CM, CAM",Left,1,3,3,Medium/Medium,51.0,66.0,69.0,66.0,59.0,59.0
9127,E. Jakupović,Eldin Jakupović,35,1984-10-02,191,85,Switzerland,Leicester City,English Premier League,1.0,66,66,9000,GK,Right,1,2,1,Medium/Medium,,,,,,
9128,M. Marić,Mijat Marić,36,1984-04-30,188,83,Switzerland,FC Lugano,Swiss Super League,1.0,66,66,2000,CB,Right,1,4,2,Low/Medium,32.0,57.0,49.0,45.0,68.0,73.0
9129,C. Grindheim,Christian Grindheim,36,1983-07-17,179,74,Norway,FK Haugesund,Norwegian Eliteserien,1.0,66,66,1000,"CM, CAM",Right,1,4,3,Medium/High,34.0,59.0,69.0,66.0,56.0,69.0
9130,A. Mannus,Alan Mannus,38,1982-05-19,188,94,Northern Ireland,Shamrock Rovers,Rep. Ireland Airtricity League,1.0,66,66,600,GK,Right,1,3,1,Medium/Medium,,,,,,
9131,D. Martin,David Edward Martin,34,1986-01-22,188,86,England,West Ham United,English Premier League,1.0,66,66,8000,GK,Right,1,2,1,Medium/Medium,,,,,,
9132,I. Henderson,Ian Henderson,35,1985-01-24,178,67,England,Salford City,English League Two,4.0,66,66,5000,ST,Right,1,3,3,High/Medium,59.0,68.0,63.0,68.0,36.0,69.0
9133,A. Durak,Abdullah Durak,33,1987-04-01,181,80,Turkey,Çaykur Rizespor,Turkish Süper Lig,1.0,66,66,4000,CDM,Right,1,3,3,Medium/Medium,68.0,61.0,64.0,69.0,62.0,66.0
9134,J. Gjasula,Jürgen Fatmir Gjasula,34,1985-12-05,189,87,Albania,1. FC Magdeburg,German 3. Bundesliga,3.0,66,66,2000,"CDM, CB",Right,1,3,3,Medium/Medium,51.0,65.0,69.0,66.0,60.0,70.0
9135,D. Nugent,David Nugent,35,1985-05-02,180,76,England,Preston North End,English League Championship,2.0,66,66,7000,ST,Right,1,3,3,High/Medium,52.0,67.0,58.0,68.0,35.0,57.0
9136,Verza,José Antonio García Rabasco,33,1986-09-29,181,78,Spain,FC Cartagena,Spanish Segunda División,2.0,66,66,3000,"CM, CDM",Right,1,4,3,Medium/Medium,36.0,68.0,70.0,65.0,61.0,62.0
9137,Y. Kurtuluş,Yekta Kurtuluş,34,1985-12-11,175,70,Turkey,Antalyaspor,Turkish Süper Lig,1.0,66,66,5000,"CDM, CM, CAM",Right,1,4,3,Medium/Medium,57.0,69.0,65.0,67.0,65.0,63.0
9138,I. Austbø,Iven Austbø,35,1985-02-22,190,85,Norway,Viking FK,Norwegian Eliteserien,1.0,66,66,800,GK,Right,1,2,1,Medium/Medium,,,,,,
9139,W. Hoolahan,Wes Hoolahan,38,1982-05-20,168,71,Republic of Ireland,Cambridge United,English League Two,4.0,66,66,3000,"CAM, RM",Left,2,2,3,Medium/Low,51.0,65.0,68.0,68.0,47.0,44.0
9140,J. Coppinger,James Coppinger,39,1981-01-10,170,65,England,Doncaster Rovers,English League One,3.0,66,66,3000,CAM,Right,1,3,3,Medium/Medium,49.0,64.0,68.0,68.0,43.0,60.0
9141,J. Absalonsen,Johan Hindsgaul Absalonsen,34,1985-09-16,177,76,Denmark,SønderjyskE,Danish Superliga,1.0,66,66,4000,"LM, LW",Left,1,3,3,Medium/High,66.0,63.0,64.0,68.0,50.0,62.0
9142,M. Roman,Mihai Roman,35,1984-10-16,173,70,Romania,FC Botoşani,Romanian Liga I,1.0,66,66,3000,RM,Right,1,3,3,Medium/Medium,70.0,64.0,67.0,63.0,53.0,66.0
9143,P. Celeban,Piotr Celeban,35,1985-06-25,181,76,Poland,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,1.0,66,66,2000,"CB, RB",Right,1,3,2,Medium/High,41.0,51.0,49.0,56.0,65.0,76.0
9144,P. Quasten,Paul Quasten,35,1985-03-13,179,71,Czech Republic,RKC Waalwijk,Holland Eredivisie,1.0,66,66,2000,LB,Left,1,3,2,Medium/Medium,58.0,38.0,61.0,63.0,64.0,68.0
9145,R. Wood,Richard Wood,34,1985-07-05,191,82,England,Rotherham United,English League Championship,2.0,66,66,11000,CB,Left,1,3,2,Medium/High,31.0,35.0,46.0,42.0,66.0,73.0
9146,S. Holmén,Samuel Holmén,36,1984-06-28,180,74,Sweden,IF Elfsborg,Swedish Allsvenskan,1.0,66,66,1000,CM,Right,1,4,3,High/High,64.0,64.0,66.0,65.0,65.0,64.0
9147,J. Pitroipa,Beninwende Yann Jonathan Pitroipa,34,1986-04-12,176,62,Burkina Faso,Paris FC,French Ligue 2,2.0,66,66,3000,"CAM, RW",Right,3,4,4,Medium/Low,70.0,62.0,63.0,71.0,34.0,47.0
9148,Zapater,Alberto Zapater Arjol,35,1985-06-13,180,80,Spain,Real Zaragoza,Spanish Segunda División,2.0,66,66,2000,CM,Right,1,3,2,Medium/Medium,49.0,64.0,68.0,61.0,66.0,68.0
9149,L. Chambers,Luke Chambers,34,1985-09-28,185,87,England,Ipswich Town,English League One,3.0,66,66,4000,CB,Right,1,3,2,Medium/High,52.0,26.0,51.0,50.0,66.0,78.0
9150,T. Van Hyfte,Tom Van Hyfte,34,1986-04-28,187,68,Belgium,Oud-Heverlee Leuven,Belgian Jupiler Pro League,1.0,66,66,5000,"CM, CDM, CAM",Left,1,3,3,Medium/Medium,58.0,61.0,69.0,66.0,55.0,61.0
9151,G. Leadbitter,Grant Leadbitter,34,1986-01-07,178,79,England,Sunderland,English League One,3.0,66,66,4000,"CDM, CM",Right,1,3,2,High/Medium,46.0,64.0,67.0,62.0,65.0,68.0
9152,B. Safari,Behrang Safari,35,1985-02-09,181,79,Sweden,Malmö FF,Swedish Allsvenskan,1.0,66,66,2000,"LB, CB",Left,2,2,2,Low/Medium,63.0,40.0,64.0,65.0,64.0,71.0
